city,lowPercent,postalCode,BridgeModificationTimestamp,highPercent,houseNumber,zipPlusFour,unitNumber,directionSuffix,Latitude,streetName,unitPrefix,id,state,directionPrefix,timestamp,zillowUrl,address,Coordinates,zpid,forecastStandardDeviation,Longitude,zestimate,rentalTimestamp,minus30,rentalLowPercent,houseNumberFraction,streetSuffix,rentalZestimate,rentalHighPercent,url
Miami Gardens,8,33056,2024-05-15T07:32:10.286Z,8,16925,4526,,,25.928834,25th,,2cac5d78b7972a29cb79ba57eb177703,FL,NW,2024-05-12T07:00:00.000Z,https://www.zillow.com/homes/44107037_zpid/,16925 NW 25th Ct Miami Gardens FL 33056,"[-80.243164, 25.928834]",44107037,,-80.243164,452100,2024-05-07T07:00:00.000Z,448465,14,,Ct,3499,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/2cac5d78b7972a29cb79ba57eb177703
Opa Locka,13,33054,2024-05-19T08:16:14.859Z,11,1341,3055,,,25.910274,Peri,,a76ac2a914ee2378c83a55be82d6d83e,FL,,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/43995191_zpid/,1341 Peri St Opa Locka FL 33054,"[-80.244789, 25.910274]",43995191,,-80.244789,349000,2024-05-07T07:00:00.000Z,347974,15,,St,2561,16,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/a76ac2a914ee2378c83a55be82d6d83e
Miami,15,33147,2024-05-17T09:22:19.693Z,12,2418,3044,,,25.859874,94th,,d8eebb9e81697b3605dcb795d358908d,FL,NW,2024-05-14T07:00:00.000Z,https://www.zillow.com/homes/44151347_zpid/,2418 NW 94th St Miami FL 33147,"[-80.238571, 25.859874]",44151347,,-80.238571,342600,2024-05-07T07:00:00.000Z,341629,10,,St,2900,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/d8eebb9e81697b3605dcb795d358908d
Miami Gardens,7,33054,2024-05-21T12:42:33.608Z,6,15300,2417,,,25.913509,32nd,,db609ea2c1ba691b07a75d974844b16f,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62937284_zpid/,15300 NW 32nd Pl Miami Gardens FL 33054,"[-80.253921, 25.913509]",62937284,,-80.253921,452100,2024-05-14T07:00:00.000Z,445632,9,,Pl,3428,9,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/db609ea2c1ba691b07a75d974844b16f
Miami,12,33167,2024-05-23T08:23:52.093Z,10,2500,1343,,,25.893486,131st,,7df8453533ac71d77c4fd0db729b47eb,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/44118156_zpid/,2500 NW 131st St Miami FL 33167,"[-80.241439, 25.893486]",44118156,,-80.241439,352600,2024-03-12T07:00:00.000Z,368461,8,,St,3029,16,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/7df8453533ac71d77c4fd0db729b47eb
Miami,16,33142,2024-05-21T10:28:16.487Z,15,5535,2815,,,25.825399,30th,,82f98bb0fe8b931b4e70dae728037711,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44160521_zpid/,5535 NW 30th Ave Miami FL 33142,"[-80.244606, 25.825399]",44160521,,-80.244606,273000,2024-04-23T07:00:00.000Z,265784,10,,Ave,2500,10,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/82f98bb0fe8b931b4e70dae728037711
Opa Locka,10,33054,2024-05-21T07:59:34.758Z,8,840,2441,,,25.911209,Oriental,,e143f1667899f3a2a1f4d5c31d013272,FL,,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/43994966_zpid/,840 Oriental Blvd Opa Locka FL 33054,"[-80.25492, 25.911209]",43994966,,-80.25492,373600,2024-03-26T07:00:00.000Z,367910,14,,Blvd,3099,13,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/e143f1667899f3a2a1f4d5c31d013272
Miami Gardens,9,33056,2024-05-21T12:40:36.024Z,7,3240,3951,,,25.935308,177th,,421b890d025ef4a06b7f273971952438,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62936164_zpid/,3240 NW 177th Ter Miami Gardens FL 33056,"[-80.254348, 25.935308]",62936164,,-80.254348,419700,2024-04-23T07:00:00.000Z,413432,5,,Ter,2999,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/421b890d025ef4a06b7f273971952438
Miami Gardens,9,33054,2024-05-23T10:15:37.436Z,7,3121,6443,,,25.924802,165th,,eca969f01e6b9f47412b0760b74714b8,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/62937229_zpid/,3121 NW 165th St Miami Gardens FL 33054,"[-80.252204, 25.924802]",62937229,,-80.252204,433900,2024-05-14T07:00:00.000Z,425939,12,,St,3399,15,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/eca969f01e6b9f47412b0760b74714b8
Miami Gardens,8,33056,2024-05-23T12:34:59.011Z,7,3250,3416,,,25.936733,179th,,f5c026b83c50d832d2a70d99a0b0757d,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/62936150_zpid/,3250 NW 179th St Miami Gardens FL 33056,"[-80.254585, 25.936733]",62936150,,-80.254585,423100,2024-05-14T07:00:00.000Z,419810,8,,St,3150,15,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/f5c026b83c50d832d2a70d99a0b0757d
North Miami,11,33168,2024-05-17T11:32:43.145Z,9,400,4031,,,25.899953,Opa Locka,,a09b7654fe16f093674bc53743148d66,FL,,2024-05-14T07:00:00.000Z,https://www.zillow.com/homes/43970389_zpid/,400 Opa Locka Blvd North Miami FL 33168,"[-80.205482, 25.899953]",43970389,,-80.205482,430600,2024-04-30T07:00:00.000Z,425381,9,,Blvd,3277,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/a09b7654fe16f093674bc53743148d66
Miami Gardens,10,33054,2024-05-21T08:21:33.125Z,8,2951,6423,,,25.923461,164th,,bd6f00ade02e5afbc6c6904775b69751,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44113615_zpid/,2951 NW 164th St Miami Gardens FL 33054,"[-80.249717, 25.923461]",44113615,,-80.249717,391900,2024-02-13T08:00:00.000Z,388413,17,,St,2999,10,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/bd6f00ade02e5afbc6c6904775b69751
Miami Gardens,9,33054,2024-05-21T08:20:29.662Z,8,16235,6824,,,25.922246,28th,,e6875a3f7a3985970c54274665a7c36b,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44113047_zpid/,16235 NW 28th Ct Miami Gardens FL 33054,"[-80.24678, 25.922246]",44113047,,-80.24678,441000,2024-05-07T07:00:00.000Z,435771,11,,Ct,3800,13,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/e6875a3f7a3985970c54274665a7c36b
Miami Gardens,9,33056,2024-05-21T10:57:05.719Z,7,20515,1531,,,25.963056,24th,,e6093f0e391a106e6980552cc33c43bc,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44063932_zpid/,20515 NW 24th Ave Miami Gardens FL 33056,"[-80.241859, 25.963056]",44063932,,-80.241859,445600,2024-04-30T07:00:00.000Z,438881,14,,Ave,3563,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/e6093f0e391a106e6980552cc33c43bc
Miami Gardens,9,33054,2024-05-11T14:30:27.208Z,7,2951,6439,,,25.924884,165th,,f874a13681050c7ce6bba0bd21845602,FL,NW,2024-05-06T07:00:00.000Z,https://www.zillow.com/homes/62937274_zpid/,2951 NW 165th St Miami Gardens FL 33054,"[-80.249771, 25.924884]",62937274,,-80.249771,425300,2024-05-07T07:00:00.000Z,419781,11,,St,3300,13,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/f874a13681050c7ce6bba0bd21845602
Miami Gardens,9,33054,2024-05-19T13:24:55.042Z,7,15330,2515,,,25.913785,31st,,bfc1e22d1aa177dc00843f77556a7cc2,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/62937149_zpid/,15330 NW 31st Ave Miami Gardens FL 33054,"[-80.251594, 25.913785]",62937149,,-80.251594,395700,2024-05-14T07:00:00.000Z,393110,11,,Ave,3300,10,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/bfc1e22d1aa177dc00843f77556a7cc2
Opa Locka,13,33054,2024-05-23T05:42:58.238Z,11,2460,4059,,,25.901819,140th,,5b639297ba7c1c6c725143fad662c02e,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/43996838_zpid/,2460 NW 140th St Opa Locka FL 33054,"[-80.240585, 25.901819]",43996838,,-80.240585,297100,2024-04-30T07:00:00.000Z,291735,8,,St,2500,8,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/5b639297ba7c1c6c725143fad662c02e
Opa Locka,13,33054,2024-05-21T11:22:42.512Z,11,2550,,,,25.899477,Superior,,e0b0ee750a83e4e53255046cc54f640d,FL,E,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/43996656_zpid/,2550 E Superior St Opa Locka FL 33054,"[-80.241493, 25.899477]",43996656,,-80.241493,315400,2024-05-14T07:00:00.000Z,310177,9,,St,2800,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/e0b0ee750a83e4e53255046cc54f640d
Miami Gardens,8,33169,2024-05-19T07:07:21.420Z,7,930,4649,,,25.935907,176th,,44e022fdeed5472095dbf22d50589f25,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/44109202_zpid/,930 NW 176th Ter Miami Gardens FL 33169,"[-80.217826, 25.935907]",44109202,,-80.217826,440000,2024-05-14T07:00:00.000Z,440523,9,,Ter,3180,18,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/44e022fdeed5472095dbf22d50589f25
Miami Gardens,8,33169,2024-05-21T08:13:50.111Z,8,17921,4316,,,25.939121,5th,,5533efbb4d4321e16c13785ef431821a,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44109256_zpid/,17921 NW 5th Ave Miami Gardens FL 33169,"[-80.208793, 25.939121]",44109256,,-80.208793,432600,2024-05-14T07:00:00.000Z,426058,11,,Ave,3249,12,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/5533efbb4d4321e16c13785ef431821a
Miami Gardens,6,33056,2024-05-21T16:58:19.956Z,6,3531,1249,,,25.966539,209th,,54b854a6c5fb38ee88a245531b06bbd9,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62933595_zpid/,3531 NW 209th Ter Miami Gardens FL 33056,"[-80.261238, 25.966539]",62933595,,-80.261238,511700,2024-05-14T07:00:00.000Z,506039,13,,Ter,3558,18,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/54b854a6c5fb38ee88a245531b06bbd9
Miami Gardens,9,33054,2024-05-23T10:15:27.865Z,8,2010,2811,,,25.913976,153rd,,6ccdb8239f1c3826fd77e146ab5e2e0e,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/62937053_zpid/,2010 NW 153rd St Miami Gardens FL 33054,"[-80.234443, 25.913976]",62937053,,-80.234443,399300,2024-05-14T07:00:00.000Z,394497,14,,St,3428,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/6ccdb8239f1c3826fd77e146ab5e2e0e
Miami Gardens,9,33056,2024-05-19T13:24:13.014Z,7,3440,3452,,,25.940038,183rd,,acc249a9fa92cc450db4a39da82ed052,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/62936274_zpid/,3440 NW 183rd St Miami Gardens FL 33056,"[-80.258537, 25.940038]",62936274,,-80.258537,410000,2024-05-14T07:00:00.000Z,408365,10,,St,3099,16,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/acc249a9fa92cc450db4a39da82ed052
Miami Gardens,8,33055,2024-05-15T11:39:10.783Z,7,4390,3712,,,25.932071,174th,,540ad0d754da3c78edcee9a325c4381d,FL,NW,2024-05-12T07:00:00.000Z,https://www.zillow.com/homes/62935928_zpid/,4390 NW 174th Dr Miami Gardens FL 33055,"[-80.272842, 25.932071]",62935928,,-80.272842,479600,2024-04-28T07:00:00.000Z,475126,9,,Dr,3499,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/540ad0d754da3c78edcee9a325c4381d
Miami,12,33167,2024-05-19T07:15:40.827Z,10,12845,1556,,,25.891992,Randall Park,,6f8887bb2a84173adb57c2f24c28dc6a,FL,E,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/44117834_zpid/,12845 E Randall Park Dr Miami FL 33167,"[-80.227722, 25.891992]",44117834,,-80.227722,346400,2024-04-30T07:00:00.000Z,347035,10,,Dr,2882,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/6f8887bb2a84173adb57c2f24c28dc6a
Miami Gardens,7,33054,2024-05-21T17:06:41.008Z,6,15211,2424,,,25.912824,33rd,,758e2f96247815fa7543b633614859de,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62937287_zpid/,15211 NW 33rd Ave Miami Gardens FL 33054,"[-80.254188, 25.912824]",62937287,,-80.254188,437300,2024-05-14T07:00:00.000Z,430045,10,,Ave,3271,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/758e2f96247815fa7543b633614859de
Miami,12,33168,2024-05-23T05:52:47.887Z,10,531,3246,,,25.87593,110th,,730a0f84d56d4413334a865a61933577,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/44122119_zpid/,531 NW 110th St Miami FL 33168,"[-80.206932, 25.87593]",44122119,,-80.206932,396300,2024-05-14T07:00:00.000Z,395368,11,,St,3043,8,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/730a0f84d56d4413334a865a61933577
Opa Locka,11,33054,2024-05-23T08:15:15.527Z,9,910,3940,,,25.89845,Superior,,a6df3d20ed9480f1d3465f2119ff2d20,FL,,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/43995934_zpid/,910 Superior St Opa Locka FL 33054,"[-80.249267, 25.89845]",43995934,,-80.249267,422200,2024-05-07T07:00:00.000Z,420390,12,,St,3399,18,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/a6df3d20ed9480f1d3465f2119ff2d20
Miami Gardens,8,33054,2024-05-21T12:42:15.906Z,7,3000,2542,,,25.91212,151st,,6ee11bc4e1f28fa8919d1cdc7b20e5de,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62937147_zpid/,3000 NW 151st Ter Miami Gardens FL 33054,"[-80.250076, 25.91212]",62937147,,-80.250076,398200,2024-04-23T07:00:00.000Z,394503,7,,Ter,2999,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/6ee11bc4e1f28fa8919d1cdc7b20e5de
Miami,11,33167,2024-05-19T07:15:48.702Z,9,12720,1519,,,25.89072,18th,,10b189b610187e2cae73a830295e272e,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/44117891_zpid/,12720 NW 18th Ct Miami FL 33167,"[-80.229766, 25.89072]",44117891,,-80.229766,379700,2024-05-14T07:00:00.000Z,380145,5,,Ct,3073,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/10b189b610187e2cae73a830295e272e
Miami,12,33168,2024-05-19T07:12:21.688Z,11,1121,6849,,,25.90476,142nd,,8ad020dc14cbb20375ecef561b85cc07,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/44114467_zpid/,1121 NW 142nd St Miami FL 33168,"[-80.218254, 25.90476]",44114467,,-80.218254,389500,2024-04-09T07:00:00.000Z,389426,10,,St,2999,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/8ad020dc14cbb20375ecef561b85cc07
North Miami,10,33167,2024-05-19T07:53:30.770Z,9,13325,1624,,,25.896036,17th,,3ee472e77c3198cacceb0a424f217a07,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/43972756_zpid/,13325 NW 17th Ave North Miami FL 33167,"[-80.227287, 25.896036]",43972756,,-80.227287,457400,2024-05-07T07:00:00.000Z,453287,12,,Ave,3662,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/3ee472e77c3198cacceb0a424f217a07
Miami Gardens,11,33056,2024-05-21T12:40:53.656Z,11,2401,4531,,,25.929355,170th,,4c6b6f450deedaf516d7faba94396f5d,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62936341_zpid/,2401 NW 170th St Miami Gardens FL 33056,"[-80.240806, 25.929355]",62936341,,-80.240806,444200,2024-05-14T07:00:00.000Z,441781,12,,St,3399,13,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/4c6b6f450deedaf516d7faba94396f5d
Miami Gardens,9,33056,2024-05-21T12:40:58.515Z,8,17230,4611,,,25.931823,24th,,cf1ece3d4535917ae0e942d75a318b67,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/62936373_zpid/,17230 NW 24th Ave Miami Gardens FL 33056,"[-80.241081, 25.931823]",62936373,,-80.241081,447700,2024-05-14T07:00:00.000Z,442519,14,,Ave,3750,7,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/cf1ece3d4535917ae0e942d75a318b67
Miami Gardens,9,33056,2024-05-23T19:26:33.775Z,8,2445,4535,,,25.930036,170th,,d1960de85aed7e26a3b3224c1d845d6c,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/62936338_zpid/,2445 NW 170th Ter Miami Gardens FL 33056,"[-80.241882, 25.930036]",62936338,,-80.241882,433200,2024-05-14T07:00:00.000Z,428406,11,,Ter,3499,10,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/d1960de85aed7e26a3b3224c1d845d6c
Miami,10,33167,2024-05-17T12:42:27.664Z,8,12771,1832,,,25.891151,Westview,,511498131a577c72e5c89fc1a5637928,FL,,2024-05-14T07:00:00.000Z,https://www.zillow.com/homes/44118194_zpid/,12771 Westview Dr Miami FL 33167,"[-80.241561, 25.891151]",44118194,,-80.241561,435800,2024-05-14T07:00:00.000Z,432555,10,,Dr,3298,15,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/511498131a577c72e5c89fc1a5637928
Miami,10,33147,2024-05-05T07:07:39.386Z,9,9745,2511,,,25.864126,20th,,8fa29e0a9722a2c341c01cf3efeb812a,FL,NW,2024-05-02T07:00:00.000Z,https://www.zillow.com/homes/44152032_zpid/,9745 NW 20th Ave Miami FL 33147,"[-80.230895, 25.864126]",44152032,,-80.230895,390600,2024-04-30T07:00:00.000Z,390200,8,,Ave,3200,9,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/8fa29e0a9722a2c341c01cf3efeb812a
Miami Gardens,8,33054,2024-05-21T08:21:01.945Z,7,15410,2436,,,25.914411,32nd,,7818cbbfba6e49704b458b9810111f5c,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44113703_zpid/,15410 NW 32nd Ct Miami Gardens FL 33054,"[-80.253211, 25.914411]",44113703,,-80.253211,428000,2024-04-30T07:00:00.000Z,420990,5,,Ct,2999,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/7818cbbfba6e49704b458b9810111f5c
North Miami Beach,11,33162,2024-05-23T05:41:32.207Z,9,1490,5903,,,25.915334,152nd,,f7043852be8635926d9eb6095e206fa6,FL,NE,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/43993403_zpid/,1490 NE 152nd St North Miami Beach FL 33162,"[-80.169776, 25.915334]",43993403,,-80.169776,369300,2024-05-14T07:00:00.000Z,370748,9,,St,2969,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/f7043852be8635926d9eb6095e206fa6
Miami Gardens,8,33054,2024-05-17T09:36:17.349Z,7,15310,2515,,,25.913497,31st,,ef61def7789bde49f2d255e55b9ae3fc,FL,NW,2024-05-14T07:00:00.000Z,https://www.zillow.com/homes/44112792_zpid/,15310 NW 31st Ave Miami Gardens FL 33054,"[-80.251358, 25.913497]",44112792,,-80.251358,433000,2024-05-14T07:00:00.000Z,427484,14,,Ave,3499,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/ef61def7789bde49f2d255e55b9ae3fc
Miami Gardens,9,33054,2024-05-21T11:45:14.873Z,8,2841,2638,,,25.912441,151st,,18e27d4d099695b41d6b2dc56cdba182,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44112911_zpid/,2841 NW 151st Ter Miami Gardens FL 33054,"[-80.246841, 25.912441]",44112911,,-80.246841,417400,2024-03-30T07:00:00.000Z,411158,7,,Ter,2999,17,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/18e27d4d099695b41d6b2dc56cdba182
Miami Gardens,8,33054,2024-05-19T13:24:55.428Z,7,15331,2611,,,25.913932,29th,,b9e3cacfea1f4881b83e7e74df9432f1,FL,NW,2024-05-16T07:00:00.000Z,https://www.zillow.com/homes/62937177_zpid/,15331 NW 29th Ave Miami Gardens FL 33054,"[-80.247993, 25.913932]",62937177,,-80.247993,428300,2024-05-14T07:00:00.000Z,425590,14,,Ave,3428,9,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/b9e3cacfea1f4881b83e7e74df9432f1
Miami Gardens,8,33056,2024-05-23T14:41:13.462Z,6,3211,3439,,,25.939905,182nd,,d45a54c3cbde947158f5bc5c7f8bc3c2,FL,NW,2024-05-20T07:00:00.000Z,https://www.zillow.com/homes/62936265_zpid/,3211 NW 182nd St Miami Gardens FL 33056,"[-80.253822, 25.939905]",62936265,,-80.253822,453600,2024-05-14T07:00:00.000Z,449903,9,,St,3213,22,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/d45a54c3cbde947158f5bc5c7f8bc3c2
Miami Gardens,8,33054,2024-05-21T08:20:17.604Z,8,15400,2510,,,25.91419,30th,,86f7a2a7edc64c810b602faf6f45d559,FL,NW,2024-05-18T07:00:00.000Z,https://www.zillow.com/homes/44112873_zpid/,15400 NW 30th Ave Miami Gardens FL 33054,"[-80.249801, 25.91419]",44112873,,-80.249801,410000,2024-05-14T07:00:00.000Z,405661,12,,Ave,3329,12,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/86f7a2a7edc64c810b602faf6f45d559
